Temperature (K),Pressure (MPa),Enthalpy (kJ/mol),Entropy (J/mol*K)
590,20,32.936,102.61
590,20.5,32.897,102.34
590,21,32.858,102.08
590,21.5,32.82,101.83
590,22,32.782,101.58
590,22.5,32.744,101.33
590,23,32.707,101.09
590,23.5,32.671,100.86
590,24,32.634,100.62
590,24.5,32.598,100.4
590,25,32.563,100.17
590,25.5,32.528,99.951
590,26,32.493,99.735
590,26.5,32.459,99.522
590,27,32.425,99.312
590,27.5,32.391,99.106
590,28,32.358,98.903
590,28.5,32.326,98.703
590,29,32.294,98.507
590,29.5,32.262,98.313
590,30,32.23,98.122
590,30.5,32.2,97.934
590,31,32.169,97.749
590,31.5,32.139,97.567
590,32,32.109,97.387
590,32.5,32.08,97.21
590,33,32.051,97.035
590,33.5,32.023,96.862
590,34,31.995,96.692
590,34.5,31.967,96.525
590,35,31.94,96.359
590,35.5,31.913,96.196
590,36,31.886,96.035
600,8,34.472,112.64
600,8.5,34.428,112.07
600,9,34.384,111.53
600,9.5,34.34,111.01
600,10,34.296,110.52
600,10.5,34.252,110.05
600,11,34.209,109.6
600,11.5,34.166,109.17
600,12,34.123,108.75
600,12.5,34.081,108.34
600,13,34.038,107.96
600,13.5,33.996,107.58
600,14,33.955,107.21
600,14.5,33.913,106.86
600,15,33.872,106.52
600,15.5,33.832,106.18
600,16,33.791,105.86
600,16.5,33.751,105.54
600,17,33.711,105.23
600,17.5,33.672,104.93
600,18,33.633,104.64
600,18.5,33.594,104.35
600,19,33.556,104.07
600,19.5,33.517,103.79
600,20,33.48,103.52
600,20.5,33.442,103.26
600,21,33.405,103
600,21.5,33.369,102.75
600,22,33.332,102.5
600,22.5,33.296,102.26
600,23,33.261,102.02
600,23.5,33.226,101.79
600,24,33.191,101.56
600,24.5,33.157,101.33
600,25,33.122,101.11
600,25.5,33.089,100.89
600,26,33.056,100.68
600,26.5,33.023,100.47
600,27,32.99,100.26
600,27.5,32.958,100.06
600,28,32.926,99.858
600,28.5,32.895,99.66
600,29,32.864,99.466
600,29.5,32.834,99.274
600,30,32.804,99.086
600,30.5,32.774,98.9
600,31,32.745,98.717
600,31.5,32.716,98.536
600,32,32.687,98.358
600,32.5,32.659,98.183
600,33,32.631,98.01
600,33.5,32.604,97.839
600,34,32.577,97.671
600,34.5,32.55,97.505
600,35,32.524,97.342
600,35.5,32.498,97.18
600,36,32.473,97.021
610,8,34.975,113.47
610,8.5,34.932,112.9
610,9,34.889,112.36
610,9.5,34.847,111.85
610,10,34.805,111.36
610,10.5,34.763,110.89
610,11,34.721,110.45
610,11.5,34.68,110.02
610,12,34.639,109.6
610,12.5,34.598,109.2
610,13,34.558,108.81
610,13.5,34.518,108.44
610,14,34.478,108.08
610,14.5,34.438,107.73
610,15,34.399,107.39
610,15.5,34.36,107.05
610,16,34.321,106.73
610,16.5,34.283,106.42
610,17,34.244,106.11
610,17.5,34.207,105.81
610,18,34.169,105.52
610,18.5,34.132,105.24
610,19,34.095,104.96
610,19.5,34.059,104.69
610,20,34.022,104.42
610,20.5,33.987,104.16
610,21,33.951,103.91
610,21.5,33.916,103.66
610,22,33.881,103.41
610,22.5,33.847,103.17
610,23,33.813,102.93
610,23.5,33.779,102.7
610,24,33.746,102.48
610,24.5,33.713,102.25
610,25,33.68,102.03
610,25.5,33.648,101.82
610,26,33.616,101.61
610,26.5,33.584,101.4
610,27,33.553,101.19
610,27.5,33.522,100.99
610,28,33.492,100.79
610,28.5,33.462,100.6
610,29,33.432,100.4
610,29.5,33.403,100.21
610,30,33.374,100.03
610,30.5,33.345,99.844
610,31,33.317,99.663
610,31.5,33.29,99.485
610,32,33.262,99.309
610,32.5,33.235,99.135
610,33,33.208,98.964
610,33.5,33.182,98.795
610,34,33.156,98.629
610,34.5,33.131,98.464
610,35,33.105,98.302
610,35.5,33.081,98.142
610,36,33.056,97.985
620,8,35.478,114.29
620,8.5,35.437,113.72
620,9,35.396,113.19
620,9.5,35.355,112.68
620,10,35.315,112.19
620,10.5,35.275,111.73
620,11,35.235,111.28
620,11.5,35.195,110.85
620,12,35.156,110.44
620,12.5,35.116,110.04
620,13,35.078,109.66
620,13.5,35.039,109.29
620,14,35.001,108.93
620,14.5,34.963,108.58
620,15,34.925,108.24
620,15.5,34.887,107.91
620,16,34.85,107.59
620,16.5,34.813,107.28
620,17,34.777,106.98
620,17.5,34.741,106.68
620,18,34.705,106.39
620,18.5,34.669,106.11
620,19,34.634,105.84
620,19.5,34.599,105.57
620,20,34.564,105.3
620,20.5,34.53,105.04
620,21,34.496,104.79
620,21.5,34.462,104.54
620,22,34.428,104.3
620,22.5,34.395,104.06
620,23,34.363,103.83
620,23.5,34.33,103.6
620,24,34.298,103.37
620,24.5,34.267,103.15
620,25,34.235,102.94
620,25.5,34.204,102.72
620,26,34.174,102.51
620,26.5,34.144,102.31
620,27,34.114,102.1
620,27.5,34.084,101.9
620,28,34.055,101.71
620,28.5,34.026,101.51
620,29,33.998,101.32
620,29.5,33.97,101.14
620,30,33.942,100.95
620,30.5,33.914,100.77
620,31,33.887,100.59
620,31.5,33.861,100.41
620,32,33.834,100.24
620,32.5,33.808,100.07
620,33,33.783,99.898
620,33.5,33.757,99.731
620,34,33.732,99.566
620,34.5,33.708,99.403
620,35,33.684,99.243
620,35.5,33.66,99.084
620,36,33.636,98.928
630,8,35.982,115.09
630,8.5,35.943,114.53
630,9,35.903,114
630,9.5,35.864,113.49
630,10,35.825,113.01
630,10.5,35.787,112.55
630,11,35.748,112.1
630,11.5,35.71,111.68
630,12,35.672,111.27
630,12.5,35.635,110.87
630,13,35.598,110.49
630,13.5,35.56,110.12
630,14,35.524,109.77
630,14.5,35.487,109.42
630,15,35.451,109.08
630,15.5,35.415,108.76
630,16,35.379,108.44
630,16.5,35.344,108.13
630,17,35.309,107.83
630,17.5,35.274,107.54
630,18,35.24,107.25
630,18.5,35.205,106.97
630,19,35.171,106.7
630,19.5,35.138,106.43
630,20,35.105,106.17
630,20.5,35.072,105.91
630,21,35.039,105.66
630,21.5,35.007,105.42
630,22,34.975,105.17
630,22.5,34.943,104.94
630,23,34.911,104.71
630,23.5,34.88,104.48
630,24,34.85,104.26
630,24.5,34.819,104.04
630,25,34.789,103.82
630,25.5,34.76,103.61
630,26,34.73,103.4
630,26.5,34.701,103.2
630,27,34.672,103
630,27.5,34.644,102.8
630,28,34.616,102.61
630,28.5,34.588,102.41
630,29,34.561,102.23
630,29.5,34.534,102.04
630,30,34.507,101.86
630,30.5,34.481,101.68
630,31,34.455,101.5
630,31.5,34.429,101.32
630,32,34.404,101.15
630,32.5,34.379,100.98
630,33,34.355,100.81
630,33.5,34.33,100.65
630,34,34.306,100.48
630,34.5,34.283,100.32
630,35,34.259,100.16
630,35.5,34.236,100.01
630,36,34.214,99.852
640,8,36.488,115.89
640,8.5,36.45,115.33
640,9,36.412,114.8
640,9.5,36.374,114.3
640,10,36.337,113.81
640,10.5,36.3,113.35
640,11,36.263,112.91
640,11.5,36.226,112.49
640,12,36.19,112.08
640,12.5,36.154,111.69
640,13,36.118,111.31
640,13.5,36.082,110.94
640,14,36.047,110.59
640,14.5,36.012,110.25
640,15,35.977,109.91
640,15.5,35.943,109.59
640,16,35.908,109.27
640,16.5,35.874,108.97
640,17,35.841,108.67
640,17.5,35.807,108.37
640,18,35.774,108.09
640,18.5,35.741,107.81
640,19,35.709,107.54
640,19.5,35.676,107.28
640,20,35.645,107.02
640,20.5,35.613,106.76
640,21,35.582,106.52
640,21.5,35.55,106.27
640,22,35.52,106.03
640,22.5,35.489,105.8
640,23,35.459,105.57
640,23.5,35.429,105.34
640,24,35.4,105.12
640,24.5,35.371,104.91
640,25,35.342,104.69
640,25.5,35.313,104.48
640,26,35.285,104.28
640,26.5,35.257,104.07
640,27,35.23,103.88
640,27.5,35.202,103.68
640,28,35.176,103.49
640,28.5,35.149,103.3
640,29,35.123,103.11
640,29.5,35.097,102.93
640,30,35.071,102.74
640,30.5,35.046,102.57
640,31,35.021,102.39
640,31.5,34.996,102.22
640,32,34.972,102.04
640,32.5,34.948,101.88
640,33,34.924,101.71
640,33.5,34.901,101.55
640,34,34.878,101.38
640,34.5,34.855,101.22
640,35,34.833,101.07
640,35.5,34.811,100.91
640,36,34.789,100.76
650,8,36.994,116.67
650,8.5,36.958,116.12
650,9,36.921,115.59
650,9.5,36.885,115.09
650,10,36.849,114.61
650,10.5,36.814,114.15
650,11,36.778,113.71
650,11.5,36.743,113.29
650,12,36.708,112.89
650,12.5,36.673,112.5
650,13,36.639,112.12
650,13.5,36.605,111.75
650,14,36.571,111.4
650,14.5,36.537,111.06
650,15,36.503,110.73
650,15.5,36.47,110.41
650,16,36.437,110.09
650,16.5,36.405,109.79
650,17,36.372,109.49
650,17.5,36.34,109.2
650,18,36.308,108.92
650,18.5,36.277,108.64
650,19,36.246,108.37
650,19.5,36.215,108.11
650,20,36.184,107.85
650,20.5,36.154,107.6
650,21,36.124,107.36
650,21.5,36.094,107.11
650,22,36.064,106.88
650,22.5,36.035,106.65
650,23,36.006,106.42
650,23.5,35.977,106.19
650,24,35.949,105.98
650,24.5,35.921,105.76
650,25,35.893,105.55
650,25.5,35.866,105.34
650,26,35.839,105.14
650,26.5,35.812,104.94
650,27,35.786,104.74
650,27.5,35.759,104.54
650,28,35.734,104.35
650,28.5,35.708,104.16
650,29,35.683,103.98
650,29.5,35.658,103.8
650,30,35.633,103.62
650,30.5,35.609,103.44
650,31,35.585,103.26
650,31.5,35.561,103.09
650,32,35.538,102.92
650,32.5,35.515,102.76
650,33,35.492,102.59
650,33.5,35.47,102.43
650,34,35.448,102.27
650,34.5,35.426,102.11
650,35,35.404,101.95
650,35.5,35.383,101.8
650,36,35.362,101.65
660,8,37.502,117.45
660,8.5,37.467,116.9
660,9,37.432,116.37
660,9.5,37.397,115.87
660,10,37.363,115.39
660,10.5,37.328,114.94
660,11,37.294,114.5
660,11.5,37.26,114.08
660,12,37.227,113.68
660,12.5,37.193,113.29
660,13,37.16,112.91
660,13.5,37.127,112.55
660,14,37.095,112.2
660,14.5,37.062,111.86
660,15,37.03,111.53
660,15.5,36.998,111.21
660,16,36.967,110.9
660,16.5,36.935,110.6
660,17,36.904,110.3
660,17.5,36.873,110.02
660,18,36.843,109.73
660,18.5,36.812,109.46
660,19,36.782,109.19
660,19.5,36.753,108.93
660,20,36.723,108.68
660,20.5,36.694,108.43
660,21,36.665,108.18
660,21.5,36.636,107.94
660,22,36.608,107.71
660,22.5,36.58,107.48
660,23,36.552,107.25
660,23.5,36.525,107.03
660,24,36.498,106.81
660,24.5,36.471,106.6
660,25,36.444,106.39
660,25.5,36.418,106.18
660,26,36.392,105.98
660,26.5,36.366,105.78
660,27,36.341,105.58
660,27.5,36.315,105.39
660,28,36.291,105.2
660,28.5,36.266,105.02
660,29,36.242,104.83
660,29.5,36.218,104.65
660,30,36.194,104.47
660,30.5,36.171,104.3
660,31,36.148,104.12
660,31.5,36.125,103.95
660,32,36.102,103.78
660,32.5,36.08,103.62
660,33,36.058,103.45
660,33.5,36.037,103.29
660,34,36.016,103.13
660,34.5,35.995,102.98
660,35,35.974,102.82
660,35.5,35.953,102.67
660,36,35.933,102.52
670,8,38.012,118.22
670,8.5,37.978,117.66
670,9,37.944,117.14
670,9.5,37.91,116.64
670,10,37.877,116.17
670,10.5,37.844,115.71
670,11,37.811,115.28
670,11.5,37.779,114.86
670,12,37.746,114.46
670,12.5,37.714,114.07
670,13,37.682,113.7
670,13.5,37.651,113.34
670,14,37.619,112.99
670,14.5,37.588,112.65
670,15,37.557,112.32
670,15.5,37.527,112.01
670,16,37.496,111.7
670,16.5,37.466,111.4
670,17,37.436,111.1
670,17.5,37.406,110.82
670,18,37.377,110.54
670,18.5,37.348,110.27
670,19,37.319,110
670,19.5,37.29,109.74
670,20,37.262,109.49
670,20.5,37.234,109.24
670,21,37.206,109
670,21.5,37.179,108.76
670,22,37.152,108.53
670,22.5,37.125,108.3
670,23,37.098,108.07
670,23.5,37.071,107.85
670,24,37.045,107.64
670,24.5,37.02,107.42
670,25,36.994,107.22
670,25.5,36.969,107.01
670,26,36.944,106.81
670,26.5,36.919,106.61
670,27,36.894,106.42
670,27.5,36.87,106.23
670,28,36.846,106.04
670,28.5,36.823,105.85
670,29,36.8,105.67
670,29.5,36.777,105.49
670,30,36.754,105.31
670,30.5,36.731,105.14
670,31,36.709,104.97
670,31.5,36.687,104.8
670,32,36.666,104.63
670,32.5,36.644,104.47
670,33,36.623,104.3
670,33.5,36.603,104.14
670,34,36.582,103.99
670,34.5,36.562,103.83
670,35,36.542,103.68
670,35.5,36.522,103.52
670,36,36.503,103.38
680,8,38.522,118.97
680,8.5,38.49,118.42
680,9,38.457,117.9
680,9.5,38.425,117.4
680,10,38.393,116.93
680,10.5,38.361,116.48
680,11,38.329,116.04
680,11.5,38.298,115.63
680,12,38.267,115.23
680,12.5,38.236,114.85
680,13,38.205,114.47
680,13.5,38.175,114.12
680,14,38.144,113.77
680,14.5,38.114,113.43
680,15,38.085,113.11
680,15.5,38.055,112.79
680,16,38.026,112.48
680,16.5,37.997,112.18
680,17,37.968,111.89
680,17.5,37.94,111.61
680,18,37.912,111.33
680,18.5,37.884,111.06
680,19,37.856,110.8
680,19.5,37.828,110.54
680,20,37.801,110.29
680,20.5,37.774,110.04
680,21,37.747,109.8
680,21.5,37.721,109.56
680,22,37.695,109.33
680,22.5,37.669,109.1
680,23,37.643,108.88
680,23.5,37.618,108.66
680,24,37.593,108.45
680,24.5,37.568,108.24
680,25,37.543,108.03
680,25.5,37.519,107.83
680,26,37.495,107.63
680,26.5,37.471,107.43
680,27,37.448,107.24
680,27.5,37.424,107.05
680,28,37.402,106.86
680,28.5,37.379,106.68
680,29,37.356,106.5
680,29.5,37.334,106.32
680,30,37.312,106.14
680,30.5,37.291,105.97
680,31,37.27,105.8
680,31.5,37.249,105.63
680,32,37.228,105.46
680,32.5,37.207,105.3
680,33,37.187,105.14
680,33.5,37.167,104.98
680,34,37.147,104.82
680,34.5,37.128,104.67
680,35,37.109,104.52
680,35.5,37.09,104.37
680,36,37.071,104.22
690,8,39.034,119.72
690,8.5,39.003,119.17
690,9,38.971,118.65
690,9.5,38.94,118.16
690,10,38.909,117.68
690,10.5,38.879,117.23
690,11,38.848,116.8
690,11.5,38.818,116.39
690,12,38.788,115.99
690,12.5,38.758,115.61
690,13,38.729,115.24
690,13.5,38.699,114.88
690,14,38.67,114.54
690,14.5,38.641,114.2
690,15,38.613,113.88
690,15.5,38.585,113.56
690,16,38.556,113.26
690,16.5,38.528,112.96
690,17,38.501,112.67
690,17.5,38.473,112.39
690,18,38.446,112.11
690,18.5,38.419,111.84
690,19,38.393,111.58
690,19.5,38.366,111.32
690,20,38.34,111.07
690,20.5,38.314,110.83
690,21,38.288,110.59
690,21.5,38.263,110.35
690,22,38.238,110.12
690,22.5,38.213,109.9
690,23,38.188,109.68
690,23.5,38.164,109.46
690,24,38.14,109.25
690,24.5,38.116,109.04
690,25,38.092,108.83
690,25.5,38.069,108.63
690,26,38.046,108.43
690,26.5,38.023,108.24
690,27,38,108.04
690,27.5,37.978,107.86
690,28,37.956,107.67
690,28.5,37.934,107.49
690,29,37.913,107.31
690,29.5,37.891,107.13
690,30,37.87,106.96
690,30.5,37.85,106.78
690,31,37.829,106.61
690,31.5,37.809,106.45
690,32,37.789,106.28
690,32.5,37.769,106.12
690,33,37.75,105.96
690,33.5,37.731,105.8
690,34,37.712,105.65
690,34.5,37.693,105.49
690,35,37.675,105.34
690,35.5,37.657,105.19
690,36,37.639,105.05
700,8,39.547,120.46
700,8.5,39.517,119.91
700,9,39.487,119.39
700,9.5,39.457,118.9
700,10,39.427,118.43
700,10.5,39.398,117.98
700,11,39.368,117.55
700,11.5,39.339,117.14
700,12,39.31,116.74
700,12.5,39.282,116.36
700,13,39.253,115.99
700,13.5,39.225,115.64
700,14,39.197,115.29
700,14.5,39.169,114.96
700,15,39.142,114.64
700,15.5,39.114,114.32
700,16,39.087,114.02
700,16.5,39.06,113.72
700,17,39.034,113.44
700,17.5,39.007,113.15
700,18,38.981,112.88
700,18.5,38.955,112.61
700,19,38.93,112.35
700,19.5,38.904,112.1
700,20,38.879,111.85
700,20.5,38.854,111.6
700,21,38.83,111.37
700,21.5,38.805,111.13
700,22,38.781,110.9
700,22.5,38.757,110.68
700,23,38.733,110.46
700,23.5,38.71,110.24
700,24,38.687,110.03
700,24.5,38.664,109.82
700,25,38.641,109.62
700,25.5,38.618,109.42
700,26,38.596,109.22
700,26.5,38.574,109.03
700,27,38.553,108.84
700,27.5,38.531,108.65
700,28,38.51,108.47
700,28.5,38.489,108.29
700,29,38.468,108.11
700,29.5,38.448,107.93
700,30,38.428,107.76
700,30.5,38.408,107.59
700,31,38.388,107.42
700,31.5,38.369,107.25
700,32,38.349,107.09
700,32.5,38.331,106.93
700,33,38.312,106.77
700,33.5,38.293,106.61
700,34,38.275,106.46
700,34.5,38.257,106.31
700,35,38.24,106.16
700,35.5,38.222,106.01
700,36,38.205,105.86
710,8,40.062,121.19
710,8.5,40.033,120.64
710,9,40.003,120.12
710,9.5,39.975,119.63
710,10,39.946,119.16
710,10.5,39.917,118.72
710,11,39.889,118.29
710,11.5,39.861,117.88
710,12,39.833,117.48
710,12.5,39.806,117.1
710,13,39.778,116.74
710,13.5,39.751,116.38
710,14,39.724,116.04
710,14.5,39.698,115.71
710,15,39.671,115.39
710,15.5,39.645,115.08
710,16,39.619,114.77
710,16.5,39.593,114.48
710,17,39.567,114.19
710,17.5,39.542,113.91
710,18,39.517,113.64
710,18.5,39.492,113.37
710,19,39.467,113.11
710,19.5,39.443,112.86
710,20,39.419,112.61
710,20.5,39.395,112.37
710,21,39.371,112.13
710,21.5,39.347,111.9
710,22,39.324,111.67
710,22.5,39.301,111.45
710,23,39.278,111.23
710,23.5,39.256,111.02
710,24,39.233,110.81
710,24.5,39.211,110.6
710,25,39.189,110.4
710,25.5,39.168,110.2
710,26,39.147,110
710,26.5,39.125,109.81
710,27,39.105,109.62
710,27.5,39.084,109.44
710,28,39.064,109.25
710,28.5,39.043,109.07
710,29,39.024,108.89
710,29.5,39.004,108.72
710,30,38.985,108.55
710,30.5,38.965,108.38
710,31,38.946,108.21
710,31.5,38.928,108.05
710,32,38.909,107.88
710,32.5,38.891,107.72
710,33,38.873,107.57
710,33.5,38.855,107.41
710,34,38.838,107.26
710,34.5,38.821,107.11
710,35,38.804,106.96
710,35.5,38.787,106.81
710,36,38.771,106.66
720,8,40.578,121.91
720,8.5,40.549,121.36
720,9,40.521,120.85
720,9.5,40.494,120.36
720,10,40.466,119.89
720,10.5,40.439,119.45
720,11,40.411,119.02
720,11.5,40.384,118.61
720,12,40.357,118.22
720,12.5,40.331,117.84
720,13,40.305,117.47
720,13.5,40.278,117.12
720,14,40.252,116.78
720,14.5,40.227,116.45
720,15,40.201,116.13
720,15.5,40.176,115.82
720,16,40.151,115.52
720,16.5,40.126,115.22
720,17,40.101,114.94
720,17.5,40.077,114.66
720,18,40.053,114.39
720,18.5,40.029,114.13
720,19,40.005,113.87
720,19.5,39.982,113.61
720,20,39.958,113.37
720,20.5,39.935,113.13
720,21,39.912,112.89
720,21.5,39.89,112.66
720,22,39.867,112.43
720,22.5,39.845,112.21
720,23,39.823,112
720,23.5,39.802,111.78
720,24,39.78,111.57
720,24.5,39.759,111.37
720,25,39.738,111.17
720,25.5,39.717,110.97
720,26,39.697,110.77
720,26.5,39.676,110.58
720,27,39.656,110.39
720,27.5,39.637,110.21
720,28,39.617,110.03
720,28.5,39.598,109.85
720,29,39.578,109.67
720,29.5,39.56,109.5
720,30,39.541,109.33
720,30.5,39.523,109.16
720,31,39.504,108.99
720,31.5,39.486,108.83
720,32,39.469,108.67
720,32.5,39.451,108.51
720,33,39.434,108.35
720,33.5,39.417,108.2
720,34,39.4,108.04
720,34.5,39.384,107.89
720,35,39.367,107.74
720,35.5,39.351,107.6
720,36,39.335,107.45
730,8,41.095,122.62
730,8.5,41.068,122.08
730,9,41.041,121.57
730,9.5,41.014,121.08
730,10,40.987,120.61
730,10.5,40.961,120.17
730,11,40.934,119.74
730,11.5,40.908,119.33
730,12,40.883,118.94
730,12.5,40.857,118.56
730,13,40.832,118.2
730,13.5,40.806,117.85
730,14,40.781,117.51
730,14.5,40.757,117.18
730,15,40.732,116.86
730,15.5,40.708,116.55
730,16,40.684,116.25
730,16.5,40.66,115.96
730,17,40.636,115.68
730,17.5,40.613,115.4
730,18,40.589,115.13
730,18.5,40.566,114.87
730,19,40.543,114.61
730,19.5,40.521,114.36
730,20,40.498,114.11
730,20.5,40.476,113.87
730,21,40.454,113.64
730,21.5,40.432,113.41
730,22,40.411,113.18
730,22.5,40.39,112.96
730,23,40.369,112.75
730,23.5,40.348,112.54
730,24,40.327,112.33
730,24.5,40.307,112.12
730,25,40.286,111.92
730,25.5,40.267,111.73
730,26,40.247,111.53
730,26.5,40.227,111.34
730,27,40.208,111.15
730,27.5,40.189,110.97
730,28,40.17,110.79
730,28.5,40.152,110.61
730,29,40.133,110.44
730,29.5,40.115,110.26
730,30,40.097,110.09
730,30.5,40.079,109.93
730,31,40.062,109.76
730,31.5,40.045,109.6
730,32,40.028,109.44
730,32.5,40.011,109.28
730,33,39.994,109.12
730,33.5,39.978,108.97
730,34,39.962,108.82
730,34.5,39.946,108.67
730,35,39.93,108.52
730,35.5,39.915,108.37
730,36,39.9,108.23
740,8,41.613,123.33
740,8.5,41.587,122.79
740,9,41.561,122.27
740,9.5,41.535,121.79
740,10,41.51,121.32
740,10.5,41.484,120.88
740,11,41.459,120.45
740,11.5,41.434,120.05
740,12,41.409,119.66
740,12.5,41.384,119.28
740,13,41.36,118.92
740,13.5,41.335,118.57
740,14,41.311,118.23
740,14.5,41.288,117.9
740,15,41.264,117.59
740,15.5,41.24,117.28
740,16,41.217,116.98
740,16.5,41.194,116.69
740,17,41.171,116.4
740,17.5,41.149,116.13
740,18,41.126,115.86
740,18.5,41.104,115.6
740,19,41.082,115.34
740,19.5,41.06,115.09
740,20,41.039,114.85
740,20.5,41.017,114.61
740,21,40.996,114.38
740,21.5,40.975,114.15
740,22,40.955,113.92
740,22.5,40.934,113.7
740,23,40.914,113.49
740,23.5,40.894,113.28
740,24,40.874,113.07
740,24.5,40.855,112.87
740,25,40.835,112.67
740,25.5,40.816,112.47
740,26,40.797,112.28
740,26.5,40.778,112.09
740,27,40.76,111.91
740,27.5,40.741,111.72
740,28,40.723,111.54
740,28.5,40.705,111.36
740,29,40.688,111.19
740,29.5,40.67,111.02
740,30,40.653,110.85
740,30.5,40.636,110.68
740,31,40.619,110.52
740,31.5,40.603,110.36
740,32,40.586,110.2
740,32.5,40.57,110.04
740,33,40.554,109.89
740,33.5,40.539,109.73
740,34,40.523,109.58
740,34.5,40.508,109.43
740,35,40.493,109.29
740,35.5,40.478,109.14
740,36,40.463,109
750,8,42.133,124.03
750,8.5,42.108,123.49
750,9,42.083,122.97
750,9.5,42.058,122.49
750,10,42.033,122.02
750,10.5,42.009,121.58
750,11,41.984,121.16
750,11.5,41.96,120.75
750,12,41.936,120.37
750,12.5,41.912,119.99
750,13,41.889,119.63
750,13.5,41.865,119.28
750,14,41.842,118.94
750,14.5,41.819,118.62
750,15,41.796,118.3
750,15.5,41.774,117.99
750,16,41.751,117.7
750,16.5,41.729,117.41
750,17,41.707,117.12
750,17.5,41.686,116.85
750,18,41.664,116.58
750,18.5,41.643,116.32
750,19,41.622,116.07
750,19.5,41.601,115.82
750,20,41.58,115.57
750,20.5,41.559,115.34
750,21,41.539,115.1
750,21.5,41.519,114.88
750,22,41.499,114.65
750,22.5,41.479,114.44
750,23,41.46,114.22
750,23.5,41.441,114.01
750,24,41.421,113.81
750,24.5,41.403,113.6
750,25,41.384,113.41
750,25.5,41.365,113.21
750,26,41.347,113.02
750,26.5,41.329,112.83
750,27,41.311,112.65
750,27.5,41.294,112.46
750,28,41.276,112.28
750,28.5,41.259,112.11
750,29,41.242,111.93
750,29.5,41.226,111.76
750,30,41.209,111.6
750,30.5,41.193,111.43
750,31,41.177,111.27
750,31.5,41.161,111.11
750,32,41.145,110.95
750,32.5,41.129,110.79
750,33,41.114,110.64
750,33.5,41.099,110.48
750,34,41.084,110.33
750,34.5,41.07,110.19
750,35,41.055,110.04
750,35.5,41.041,109.9
750,36,41.027,109.75
760,8,42.655,124.72
760,8.5,42.63,124.18
760,9,42.606,123.67
760,9.5,42.582,123.18
760,10,42.558,122.72
760,10.5,42.534,122.28
760,11,42.511,121.86
760,11.5,42.487,121.45
760,12,42.464,121.07
760,12.5,42.441,120.69
760,13,42.419,120.33
760,13.5,42.396,119.98
760,14,42.374,119.65
760,14.5,42.352,119.32
760,15,42.33,119.01
760,15.5,42.308,118.7
760,16,42.287,118.4
760,16.5,42.265,118.12
760,17,42.244,117.84
760,17.5,42.223,117.56
760,18,42.202,117.3
760,18.5,42.182,117.04
760,19,42.161,116.78
760,19.5,42.141,116.53
760,20,42.121,116.29
760,20.5,42.102,116.06
760,21,42.082,115.82
760,21.5,42.063,115.6
760,22,42.044,115.38
760,22.5,42.025,115.16
760,23,42.006,114.95
760,23.5,41.987,114.74
760,24,41.969,114.53
760,24.5,41.951,114.33
760,25,41.933,114.13
760,25.5,41.915,113.94
760,26,41.898,113.75
760,26.5,41.88,113.56
760,27,41.863,113.38
760,27.5,41.846,113.2
760,28,41.83,113.02
760,28.5,41.813,112.84
760,29,41.797,112.67
760,29.5,41.781,112.5
760,30,41.765,112.33
760,30.5,41.749,112.17
760,31,41.734,112
760,31.5,41.719,111.84
760,32,41.703,111.69
760,32.5,41.689,111.53
760,33,41.674,111.38
760,33.5,41.659,111.23
760,34,41.645,111.08
760,34.5,41.631,110.93
760,35,41.617,110.79
760,35.5,41.604,110.64
760,36,41.59,110.5
770,8,43.177,125.4
770,8.5,43.153,124.86
770,9,43.13,124.35
770,9.5,43.107,123.87
770,10,43.084,123.41
770,10.5,43.061,122.97
770,11,43.038,122.55
770,11.5,43.016,122.14
770,12,42.994,121.76
770,12.5,42.972,121.38
770,13,42.95,121.03
770,13.5,42.928,120.68
770,14,42.907,120.34
770,14.5,42.885,120.02
770,15,42.864,119.71
770,15.5,42.843,119.4
770,16,42.822,119.11
770,16.5,42.802,118.82
770,17,42.782,118.54
770,17.5,42.761,118.27
770,18,42.741,118
770,18.5,42.722,117.74
770,19,42.702,117.49
770,19.5,42.683,117.24
770,20,42.664,117
770,20.5,42.645,116.77
770,21,42.626,116.53
770,21.5,42.607,116.31
770,22,42.589,116.09
770,22.5,42.57,115.87
770,23,42.552,115.66
770,23.5,42.535,115.45
770,24,42.517,115.25
770,24.5,42.5,115.05
770,25,42.482,114.85
770,25.5,42.465,114.66
770,26,42.449,114.47
770,26.5,42.432,114.28
770,27,42.415,114.1
770,27.5,42.399,113.92
770,28,42.383,113.74
770,28.5,42.367,113.57
770,29,42.352,113.39
770,29.5,42.336,113.23
770,30,42.321,113.06
770,30.5,42.306,112.89
770,31,42.291,112.73
770,31.5,42.276,112.57
770,32,42.262,112.42
770,32.5,42.248,112.26
770,33,42.234,112.11
770,33.5,42.22,111.96
770,34,42.206,111.81
770,34.5,42.193,111.66
770,35,42.179,111.52
770,35.5,42.166,111.38
770,36,42.153,111.24
780,8,43.701,126.08
780,8.5,43.678,125.54
780,9,43.656,125.03
780,9.5,43.633,124.55
780,10,43.611,124.09
780,10.5,43.589,123.65
780,11,43.567,123.23
780,11.5,43.546,122.83
780,12,43.524,122.44
780,12.5,43.503,122.07
780,13,43.482,121.71
780,13.5,43.461,121.37
780,14,43.44,121.03
780,14.5,43.42,120.71
780,15,43.399,120.4
780,15.5,43.379,120.09
780,16,43.359,119.8
